<b>Forebyggelse&nbsp;</b><div><b><br></b></div><div>Hvad forstås ved primær forebyggelse?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<div><b>Forebyggelse&nbsp;</b><div><b><br></b></div><div>Hvad forstås ved sekundær forebyggelse?&nbsp;</div></div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Indeklima</b><div><b><br></b></div><div>Giv eksempler på livstruende eksponeringer i indeklimaet.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Ulykker</b><div><b><br></b></div><div>Hvad er eksempler på risikofaktorer for arbejdsulykker?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Ulykker</b><div><b><br></b></div><div>I hvilken aldersgruppe er ulykker den hyppigste dødsårsag?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	I denne aldersgruppe er død årsag til 1/4 af alle dødsfald.&nbsp;
<b>Livsstil og sundhedsfremme&nbsp;</b><div><b><br></b></div><div>Hor mange gram alkohol svarer én gestand til?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Miljø, arbejde og sygdom&nbsp;</b><div><b><br></b></div><div>Hvor stor en andel af konsultationerne i almen praksis vedrører arbejdsskader?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdstilsynet&nbsp;</b><div><b><br></b></div><div>Hvad består Arbejdstilsynet af?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdstilsynet&nbsp;</b><div><b><br></b></div><div>Hvilken funktion har Arbejdsmiljøfagligt center?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdstilsynet&nbsp;</b><div><b><br></b></div><div>Hvilken funktion har de regionale tilsynscentre?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Anmeldelse og erstatning&nbsp;</b><div><b><br></b></div><div>Hvad er formålet ved at anmelde en arbejdsskade?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Anmeldelse og erstatning&nbsp;</b><div><b><br></b></div><div>Hvornår skal arbejdsulykker anmeldes til arbejdstilsynets arbejdsskaderegister?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Erstatning&nbsp;</b><div><b><br></b></div><div>Hvis en sygdom eller ulykke kan anerkendes som arbejdsbetinget, hvilke typer af kompensation kan tildeles?&nbsp;&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvad er den hyppigst anerkendte arbejdsrelaterede lungesygdom?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvad er risikofaktorer for arbejdsrelaterede lungesygdomme?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	Partikler, fibre, gasser eller røg
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvad er definition af aerosol?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvad er definitionen af en gas?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvad er definitionen af en fiber?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvordan inddelses partikler efter deres størrelse?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvilke akutte skader kan ske som følge af inhalation af toksiske stoffer?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvornår har en person kronisk obstruktiv lungesygdom og hvordan vurderes sværhedsgraden?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme</b><div><b><br></b></div><div>Hvad er de væsentlige risikoerhverv for kronisk obstruktiv lungesygdom?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme&nbsp;</b><div><b><br></b></div><div>Hvad kaldes den specielle form for astma, som ses blandt bomuldsarbejdere?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme&nbsp;</b><div><b><br></b></div><div>Hvad er pneumokoniose og hvordan defineres tilstanden?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	Silikose og asbestose er de vigtigste former.&nbsp;
<b>Arbejdsrelaterede lungesygdomme&nbsp;</b><div><b><br></b></div><div>Hvad skyldes silikose?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	Hvoraf kvarts er den mest almindelig form.&nbsp;
<b>Arbejdsrelaterede lungesygdomme&nbsp;</b><div><b><br></b></div><div>Hvad er de typiske risikofag for silikose?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme&nbsp;</b><div><b><br></b></div><div>Hvad har patienter med silikose en øget tilbøjelighed til at udvikle?&nbsp;&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Arbejdsrelaterede lungesygdomme&nbsp;</b><div><b><br></b></div><div>Hvad er fiber-år?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	<sup>Kilde: Bonde et al. s. 223&nbsp;</sup>
<b>Hudsygdomme&nbsp;</b><div><b><br></b></div><div>Hvor er kontakteksemet hyppigst lokaliseret?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	Andre hyppigt angrebe hudområder er ansigt, hals, underarme, ben og fødder.&nbsp;
<b>Hudsygdomme&nbsp;</b><div><br></div><div>Hvilke to former findes kontakteksem?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	<sup>Forelæsning: Arbejdsbetinget hudsygdomme&nbsp;</sup>
<b>Hudsygdomme&nbsp;</b><div><b><br></b></div><div>Hvor stor en andel af den voksne befolkning rammes årligt af kontakteksem?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Hudsygdomme&nbsp;</b><div><b><br></b></div><div>Hvad er den hyppigste irritative eksponering der forårsager eksem?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	Fx vand, sæbe, olier, alkoholer eller andre lokalirriterende emner.&nbsp;
<b>Hudsygdomme&nbsp;</b><div><b><br></b></div><div>Hvad er den hyppigste årsag til allergisk kontakteksem blandt frisører?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Hudsygdomme&nbsp;</b><div><b><br></b></div><div>Hvad testes der for ved en lappetest (epikutantest)?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Lidelser i bevægeapparatet&nbsp;</b><div><b><br></b></div><div>Hvordan sikres en god prognose hos en patienten med lidelser i bevægeapparatet?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Lidelser i bevægeapparatet&nbsp;</b><div><b><br></b></div><div>Hvad indebærer i vurderingen af den biomekaniske påvirkning?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	Der kan desuden være tale om direkte tryk&nbsp;
<b>Lidelser i bevægeapparatet</b><div><b><br></b></div><div>Hvad er den kummulative eksponering et udtryk for?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Lidelser i bevægeapparatet</b><div><b><br></b></div><div>Hvor stor en andel af den voksne danske befolkning har i løbet af et år kontakt med egen læge på grund af lidelse i bevægeapparatet?</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Lidelser i bevægeapparatet</b><div><b><br></b></div><div>Hvilket arbejdsposition er stærkt associeret med udvikling af rotator cuff syndrom?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	"F.eks. bygningsmalere&nbsp;<div><br></div><div><img src=""paste-5a003721c35a87d567b5e48e17dec9edda7d0b5d.jpg""><br></div>"
 <div> <div> <div><b>Tidligere eksaminer</b></div><div><br></div><div>Hvilke kriterier indgår i vurderingen af, om en lidelse er arbejdsrelateret?&nbsp;</div><div><br></div><div><div> <div> <div> <div>• <span class=cloze>[...]</span> </div> <div>• <span class=cloze>[...]</span> </div> <div>• <span class=cloze>[...]</span> </div> <div>• <span class=cloze>[...]</span></div> </div> </div></div></div> </div> </div> 	<sup>Sæt: 2019 - sommer - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Beskriv de diagnostiske kriterier posttraumatisk belastningsreaktion (PTSD).&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> </div> </div></div> 	<sup>Sæt: 2019 - sommer - reeksamen&nbsp;</sup>
 <div> <div> <div><b>Tidligere eksaminer&nbsp;</b></div><div><br></div><div>Hvad er formålene med at anmelde arbejdsskader?&nbsp;</div><div><br></div><div><div> <div> <div> <div>• <span class=cloze>[...]</span> </div> <div>• <span class=cloze>[...]</span> </div> <div>• <span class=cloze>[...]</span></div> </div> </div></div></div> </div> </div> 	<sup>Sæt: 2019 - sommer - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Hvordan inddeles i en risikovurdering?&nbsp;</div><div><br></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div> 	<sup>Sæt: 2019 - sommer - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Beskriv typer af in vitro (cellekultur) undersøgelser som kan belyse et stofs kræftfremkaldende egenskaber.&nbsp;</div><div><br></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div> </div> </div></div> 	<sup>Sæt: 2019 - sommer - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Beskriv hvorledes dyreeksperimentelle undersøgelser og mekanistiske studier anvendes i IARC klassifikationen af kræftrisikable stoffer.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div> </div> </div></div> 	
 <div> <div> <div><b>Tidligere eksaminer&nbsp;</b></div><div><br></div><div>Angiv relevante helbredseffekter for befolkningen i de sydøstlige danske landsdele relateret til den forhøjede ozonkoncentration.&nbsp;</div><div><br></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div> </div> </div> 	<sup>Sæt: 2019 - sommer - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Hvad er eksponeringsbeskrivelsens tre dimensioner?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	<sup>Sæt: 2019 - sommer - ordinær&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div><div></div><div><div> <div> <div> <div>Angiv den vigtigste helbredsskade som kan opstå ved længerevarende ophold i boliger med høj koncentration af radon.</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span>&nbsp;</div> </div> </div></div></div></div> 	<sup>Sæt: 2019 - sommer - ordinær&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div><div></div><div> <div> <div> <div>Angiv om der er befolkningsgrupper, som kan have særlig høj risiko for helbredsskade ved udsættelse for radonstråling.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> </div> </div></div></div> 	<sup>Sæt: 2019 - sommer - ordinær&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div><div></div><div> <div> <div> <div>Beskriv kilder, eksponeringsveje og relevante helbredseffekter for bly for den danske befolkning.&nbsp;</div><div><br></div><div>• Kilder: <span class=cloze>[...]</span></div><div>• Eksponeringsveje: <span class=cloze>[...]</span></div><div>• Relevante helbredseffekter: <span class=cloze>[...]</span></div> </div> </div></div></div> 	<sup>Sæt: 2019 - sommer - ordinær&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Angiv relevante arbejdsrelaterede risikofaktorer for klinisk rotator cuff syndrom og tre typiske erhverv, hvor de kan forekomme.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> </div> </div></div> 	"<img src=""paste-f4659eed4d6ae76c3f047dea0ec0ce02ab5b889e.jpg"">"
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Hvilke sygdomme indgår i hånd-arm-vibrationssyndromet?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div> 	"<sup style="""">Sæt: 2018 - vinter - reeksamen&nbsp;</sup>"
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Angiv tre eksempler på kemiske og andre påvirkninger i arbejdsmiljøet, som kan påvirke den mandlige forplantningsevne.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div><div>• <span class=cloze>[...]</span></div> </div> </div></div> 	<sup>Sæt: 2018 - vinter - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Angiv de fire vigtigste følgesygdomme efter erhvervsmæssige luftbåren udsættelse for asbestfibre.</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> </div> </div></div> 	<sup>Sæt: 2018 - vinter - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div><div> <div> <div> <div>Angiv gener eller helbredseffekter som kan forventes at optræde på skoler med dårlig indeklima.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> </div> </div></div></div> 	<sup>Sæt: 2018 - vinter - reeksamen&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div> <div> <div> <div>Angiv typer og kilder til optisk stråling.<br> </div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> </div> </div></div> 	<sup>Sæt: 2018 - vinter - reeksamen</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div><div> <div> <div> <div>Beskriv kilder, eksponeringsveje og relevante helbredseffekter for polycycliske aromatiske hydrokarboner (PAH) for den danske befolkning.</div><div><br></div><div>• Kilder: <span class=cloze>[...]</span></div><div>• Eksponeringsveje <span class=cloze>[...]</span></div><div>• Helbredseffekter <span class=cloze>[...]</span>&nbsp;</div> </div> </div></div></div> 	
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Hvad betyder det, at et stof af IARC er kategoriseret i kategori 1?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	<sup>Sæt: 2018 - vinter - ordinær&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Nævn fem specifikke erhvervsmæssige eksponeringner, som kan forårsage lungekræft og som forekommer i Danmark.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	<sup>Sæt: 2018 - vinter - ordinær&nbsp;</sup>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Hvad er de væsentligste og bedst dokumenterde risikofaktorer for udvikling af klinisk rotator-cuff syndrom?&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	<sub>Sæt: 2018 - vinter - ordinær&nbsp;</sub>
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div>Angiv de tre vigtigste naturlige strålekilder til befolkningens dosis af ioniserende stråling i Danmark.&nbsp;</div><div><br></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div><div>•&nbsp;<span class=cloze>[...]</span></div> 	
<b>Tidligere eksaminer&nbsp;</b><div><b><br></b></div><div><div> <div> <div> <div>Beskriv metoderne til at undersøge korttidseffekter og langtidseffekter på mennesker af eksponering for udendørs luftforurening.</div><div><br></div><div>• Korttid: <span class=cloze>[...]</span></div><div>• Langtid: <span class=cloze>[...]</span>&nbsp;</div> </div> </div></div></div> 	<sup>Sæt: 2018 - vinter - ordinær</sup>
